area,square_ft,price,bedrooms,pricepersq_ft,status,bathrooms,age_of_property
Velachery,1475,12900000,3,8750,unfurnished,3,3
Velachery,1582,13800000,3,8750,unfurnished,3,2
Velachery,2200,14500000,4,6590,semifurnished,4,3
Velachery,606,3500000,1,5775,semifurnished,1,16
Velachery,1380,10000000,2,7246,semifurnished,2,9
Velachery,1217,10600000,2,8750,unfurnished,2,2
Velachery,2303,27600000,3,12000,unfurnished,3,5
Velachery,781,5076000,2,6500,semifurnished,2,4
Velachery,859,5583000,2,6500,unfurnished,2,13
Velachery,1639,14300000,3,8750,unfurnished,3,3
Velachery,2400,24500000,6,10208,semifurnished,5,7
Velachery,950,5200000,2,5473,unfurnished,2,4
Velachery,1610,13200000,3,8250,unfurnished,3,1
Velachery,899,5843000,2,6500,unfurnished,2,1
Velachery,1272,11000000,3,8647,unfurnished,3,2
Velachery,825,3900000,2,4727,semifurnished,2,15
Velachery,937,5400000,2,5763,semifurnished,2,5
Velachery,1200,6000000,3,5000,semifurnished,4,11
Velachery,850,5900000,2,6941,unfurnished,2,0
Velachery,1166,6180000,3,5300,unfurnished,2,0
Velachery,833,6039000,2,7250,unfurnished,2,0
Velachery,1149,6849000,2,5961,semifurnished,2,6
Velachery,950,5200000,2,5473,unfurnished,2,19
Velachery,1147,7799000,3,6800,unfurnished,2,0
Velachery,859,6334000,2,7373,semifurnished,2,11
Velachery,1350,8500000,3,6296,semifurnished,3,17
Velachery,850,5200000,2,6117,semifurnished,2,3
Velachery,936,6739000,2,7199,unfurnished,2,0
Velachery,868,6293000,2,7250,unfurnished,2,0
Velachery,853,7499000,2,8791,semifurnished,2,5
Velachery,1280,10200000,3,7968,unfurnished,2,2
Velachery,827,5375000,2,6500,semifurnished,2,6
Velachery,1299,10700000,2,8237,unfurnished,2,3
Velachery,949,6950000,2,7324,semifurnished,2,8
Velachery,1309,8500000,3,6493,semifurnished,2,3
Velachery,1271,11000000,3,8654,semifurnished,2,10
Velachery,752,5865000,2,7799,unfurnished,2,19
Velachery,960,6250000,2,6510,unfurnished,2,18
Velachery,924,5264000,2,5696,semifurnished,2,4
Velachery,2000,16500000,4,8250,semifurnished,4,1
Velachery,1244,9827000,3,7900,unfurnished,2,0
Velachery,949,6100000,2,6427,furnished,2,7
Velachery,811,4800000,2,5918,semifurnished,2,4
Velachery,1050,7800000,2,7428,unfurnished,2,0
Velachery,860,6708000,2,7800,unfurnished,2,0
Velachery,996,8466000,2,8500,unfurnished,2,1
Velachery,854,8113000,2,9500,unfurnished,2,0
Velachery,1234,10700000,2,8750,unfurnished,2,3
Velachery,1600,14000000,3,8750,unfurnished,3,5
Velachery,720,5040000,2,7000,unfurnished,2,0
Velachery,837,5300000,2,6332,semifurnished,2,13
Velachery,2680,28500000,4,10640,unfurnished,4,0
Velachery,1115,9000000,2,8071,unfurnished,2,0
Pallavaram,1345,9953000,3,7400,unfurnished,3,0
Pallavaram,1505,11600000,3,7707,unfurnished,3,2
Pallavaram,1076,6617000,2,6150,unfurnished,2,4
Pallavaram,1100,5000000,2,4545,semifurnished,1,0
Pallavaram,837,5403000,2,6455,unfurnished,1,0
Pallavaram,1439,10700000,3,7435,unfurnished,3,0
Pallavaram,1365,10700000,3,7912,unfurnished,2,9
Pallavaram,628,4450000,1,7085,furnished,1,5
Pallavaram,1132,8149000,2,7199,unfurnished,2,2
Pallavaram,1121,8070000,2,7199,unfurnished,2,0
Pallavaram,10000,65000000,10,6500,furnished,9,7
Pallavaram,1260,6300000,3,5000,semifurnished,3,8
Pallavaram,1653,11800000,3,7199,unfurnished,3,0
Pallavaram,1085,7382000,2,6803,unfurnished,3,1
Pallavaram,435,1300000,1,2988,unfurnished,1,17
Pallavaram,1364,9819000,3,7199,unfurnished,3,0
Pallavaram,1673,12000000,3,7199,unfurnished,3,2
Pallavaram,1139,8199000,2,7199,unfurnished,2,1
Pallavaram,1024,5529000,2,5400,unfurnished,2,5
Pallavaram,720,3960000,2,5500,unfurnished,2,6
Pallavaram,1031,5567000,2,5400,unfurnished,2,3
Pallavaram,653,3591000,2,5500,unfurnished,2,0
Pallavaram,1401,7844000,3,5599,unfurnished,3,0
Pallavaram,792,4000000,2,5050,semifurnished,2,8
Pallavaram,820,5600000,2,6829,semifurnished,2,4
Pallavaram,1025,5100000,2,4975,unfurnished,2,15
Pallavaram,680,3000000,2,4411,semifurnished,2,10
Pallavaram,1005,6300000,2,6268,semifurnished,2,2
Pallavaram,1460,8225000,3,5633,unfurnished,3,1
Pallavaram,1180,6500000,3,5508,unfurnished,3,19
Pallavaram,612,4400000,1,6111,unfurnished,1,4
Pallavaram,1578,9500000,3,6020,semifurnished,3,5
Pallavaram,669,4616000,2,6900,unfurnished,2,2
Pallavaram,518,1730000,1,3339,semifurnished,1,14
Pallavaram,1244,7200000,3,5787,unfurnished,2,1
Pallavaram,1624,11600000,3,7199,unfurnished,3,0
Pallavaram,1704,12200000,3,7199,unfurnished,3,0
Pallavaram,851,4084000,2,4800,unfurnished,2,3
Pallavaram,3600,12300000,5,3416,unfurnished,4,12
Pallavaram,1350,9500000,3,7037,semifurnished,3,9
Pallavaram,1603,9710000,3,6057,semifurnished,3,18
Pallavaram,1591,9600000,3,6033,semifurnished,3,15
Pallavaram,945,4700000,2,4973,unfurnished,2,5
Pallavaram,1540,11300000,3,7338,unfurnished,2,2
Pallavaram,669,4683000,2,7000,unfurnished,1,1
Pallavaram,700,3850000,2,5500,unfurnished,2,0
Pallavaram,1618,11500000,3,7169,unfurnished,3,0
Pallavaram,656,4592000,2,7000,unfurnished,1,2
Pallavaram,1541,9400000,3,6099,unfurnished,3,1
Pallavaram,1653,12000000,3,7259,semifurnished,3,4
Pallavaram,588,3544000,2,6027,unfurnished,1,5
Pallavaram,1064,5531000,2,5199,unfurnished,2,3
Pallavaram,1210,8200000,3,6776,unfurnished,3,6
Pallavaram,1400,7838000,3,5599,unfurnished,3,0
Pallavaram,955,5500000,2,5759,semifurnished,2,2
Pallavaram,1345,10500000,3,7806,unfurnished,3,0
Pallavaram,1122,9500000,2,8467,unfurnished,2,6
Pallavaram,635,3492000,2,5500,unfurnished,2,1
Pallavaram,1021,5400000,2,5288,semifurnished,2,0
Pallavaram,1085,5960000,2,5493,unfurnished,2,8
Pallavaram,1021,7100000,2,6953,unfurnished,2,0
Pallavaram,1122,8302000,3,7400,unfurnished,3,0
Pallavaram,1193,8583000,2,7194,unfurnished,3,0
Pallavaram,917,5555000,3,7100,unfurnished,3,5
Pallavaram,1068,5872000,2,5499,unfurnished,2,2
Pallavaram,995,6199000,2,6200,unfurnished,2,0
Pallavaram,529,1709000,1,3230,semifurnished,1,3
Pallavaram,532,1735000,1,3261,semifurnished,1,11
Pallavaram,612,4400000,1,6111,unfurnished,1,6
Pallavaram,652,4693000,1,7199,unfurnished,1,0
Pallavaram,1540,10900000,3,7100,unfurnished,3,0
Pallavaram,588,4228000,2,7190,unfurnished,1,0
Pallavaram,1172,7265000,2,6198,unfurnished,2,13
Pallavaram,1439,9281000,3,6450,unfurnished,3,0
Pallavaram,1564,8288000,3,5299,semifurnished,3,1
Pallavaram,1115,9000000,2,8071,unfurnished,2,15
Pallavaram,787,4900000,2,6226,unfurnished,2,4
Pallavaram,1453,6900000,3,4748,unfurnished,3,7
Pallavaram,618,4845000,1,7839,semifurnished,1,0
Pallavaram,960,5300000,2,5520,unfurnished,2,1
Porur,2100,13500000,3,6428,furnished,3,0
Porur,900,5125000,3,6361,unfurnished,3,0
Iyyanpanthangal,996,9461000,2,9499,unfurnished,2,0
Porur,1874,12000000,3,6403,semifurnished,3,1
Porur,1790,10700000,3,5977,unfurnished,3,7
Porur,961,5290000,2,5504,unfurnished,2,5
Porur,1100,7500000,3,6818,unfurnished,3,7
Porur,884,3900000,2,4411,semifurnished,2,16
Porur,1090,5448000,2,4999,unfurnished,2,0
Porur,1018,6006000,2,5900,unfurnished,2,5
Porur,1775,12500000,3,7042,semifurnished,3,3
Porur,865,4929000,2,5699,unfurnished,2,2
Porur,1525,9300000,3,6098,unfurnished,3,5
Porur,1364,8600000,3,6304,unfurnished,2,9
Porur,820,3700000,2,4512,semifurnished,2,13
Porur,1045,5537000,2,5299,unfurnished,2,5
Porur,1310,8800000,3,6717,semifurnished,3,4
Porur,1212,7871000,2,6495,unfurnished,2,0
Porur,810,3900000,2,4814,furnished,2,4
Porur,1250,8500000,3,6800,unfurnished,2,8
Porur,1086,5754000,2,5299,unfurnished,2,0
Porur,1360,6000000,3,4411,unfurnished,3,11
Porur,810,4400000,2,5432,unfurnished,2,1
Porur,854,4300000,2,5035,unfurnished,2,4
Porur,1150,6553000,3,5699,unfurnished,2,2
Porur,830,4764000,2,5739,unfurnished,2,1
Porur,1500,9900000,3,6600,semifurnished,2,9
Porur,680,2800000,1,4117,semifurnished,2,12
Porur,915,5502000,2,6013,semifurnished,2,7
Porur,932,4900000,2,5257,furnished,2,6
Porur,979,4120000,2,4208,unfurnished,2,4
Porur,1550,9800000,3,6322,semifurnished,3,2
Porur,898,5000000,2,5567,unfurnished,2,5
Porur,1002,5309000,2,5299,unfurnished,1,0
Porur,1089,7100000,2,6519,unfurnished,2,3
Porur,1150,6049000,2,5260,unfurnished,2,9
Porur,1239,8047000,3,6495,unfurnished,2,0
Porur,882,5750000,2,6519,unfurnished,2,1
Porur,1762,12300000,4,7000,semifurnished,4,0
Porur,1300,7800000,3,6000,semifurnished,2,12
Porur,1450,9800000,3,6758,unfurnished,2,1
Porur,1304,8400000,2,6441,unfurnished,2,3
Porur,1550,9800000,3,6322,semifurnished,3,2
Porur,1122,7271000,2,6480,unfurnished,2,1
Porur,1224,6500000,2,5310,furnished,3,9
Porur,915,4391000,2,4799,unfurnished,2,4
Porur,1608,9646000,3,5999,unfurnished,3,0
Porur,1002,6702000,2,6689,unfurnished,1,0
Porur,1125,6450000,3,5733,unfurnished,3,0
Porur,950,5900000,2,6210,unfurnished,2,2
Porur,2199,12500000,4,5684,semifurnished,4,6
Porur,1583,9229000,2,5830,unfurnished,3,4
Porur,1767,12300000,4,6980,semifurnished,4,1
Porur,1197,6583000,3,5500,unfurnished,2,6
Porur,3445,24700000,4,7169,unfurnished,4,3
Porur,1235,9000000,2,7287,unfurnished,2,7
Porur,1030,5250000,3,5097,semifurnished,3,4
Porur,1045,7073000,2,6769,unfurnished,2,0
Porur,590,3000000,1,5084,unfurnished,1,2
Porur,3000,23000000,5,7666,unfurnished,5,3
Porur,1501,10600000,3,7061,unfurnished,3,5
Porur,1636,15200000,3,9290,unfurnished,4,8
Porur,1004,5520000,2,5499,unfurnished,2,4
Porur,1304,8400000,2,6441,unfurnished,2,3
Porur,790,4308000,2,5453,unfurnished,2,1
Porur,1364,8593000,3,6300,unfurnished,3,2
Porur,1092,7200000,2,6593,semifurnished,2,9
Porur,1006,5532000,2,5499,unfurnished,2,4
Porur,2100,13500000,3,6428,furnished,3,1
Porur,1066,4800000,1,4502,unfurnished,2,3
Porur,956,4779000,2,4999,unfurnished,2,0
Porur,980,4116000,2,4200,unfurnished,2,2
Porur,1348,5750000,3,4256,semifurnished,3,5
Porur,1010,5800000,3,5742,unfurnished,2,6
Porur,1542,7862000,3,5099,unfurnished,3,11
Porur,1450,9850000,3,6793,unfurnished,3,4
Porur,1178,8100000,3,6876,unfurnished,3,8
Porur,1004,6469000,2,6443,unfurnished,2,4
Porur,1298,6230000,3,4800,unfurnished,2,2
Porur,1091,7356000,2,6742,unfurnished,2,1
Porur,1130,5650000,2,5000,unfurnished,2,2
Porur,1107,5535000,2,5000,unfurnished,2,3
Porur,1620,7000000,3,4320,semifurnished,3,9
Porur,956,6300000,2,6589,unfurnished,2,0
Porur,1897,13200000,4,7000,semifurnished,4,1
Porur,1204,7222000,3,5999,unfurnished,2,3
Porur,900,4500000,2,5000,semifurnished,2,2
Porur,680,2800000,2,4117,semifurnished,2,0
Porur,508,2438000,1,4800,unfurnished,1,0
Porur,1200,3800000,2,3166,furnished,2,3
Kattankulathur,1000,4600000,2,4600,semifurnished,2,3
Kattankulathur,660,2570000,2,3893,unfurnished,2,0
Kattankulathur,982,4114000,2,4190,unfurnished,2,3
Kattankulathur,1200,5200000,2,4333,unfurnished,2,3
Kattankulathur,650,2200000,2,3384,semifurnished,1,3
Kattankulathur,740,1800000,2,2432,unfurnished,1,3
Kattankulathur,781,4200000,2,5377,furnished,2,3
Kattankulathur,860,3400000,3,3953,unfurnished,3,3
Kattankulathur,900,3900000,3,4333,unfurnished,3,3
Kattankulathur,600,1900000,1,3166,unfurnished,2,0
Kattankulathur,800,3600000,2,4500,unfurnished,2,2
Kattankulathur,1365,6500000,3,4761,furnished,3,2
Kattankulathur,610,2710000,2,4442,unfurnished,2,3
Kattankulathur,801,3100000,3,3870,unfurnished,3,3
Kattankulathur,670,2600000,2,3880,unfurnished,2,3
Kattankulathur,700,2940000,2,4200,unfurnished,2,0
Kattankulathur,1004,4206000,3,4190,unfurnished,3,3
Kattankulathur,778,4300000,2,5526,unfurnished,1,3
Kattankulathur,1554,5800000,2,3732,unfurnished,2,3
Kattankulathur,1200,3800000,2,3166,furnished,2,3
Kattankulathur,600,3499000,2,5831,unfurnished,2,0
Kattankulathur,750,3435000,2,4580,unfurnished,2,0
Kattankulathur,880,3600000,3,4090,unfurnished,3,3
Kattankulathur,851,3300000,3,3877,unfurnished,3,3
Kattankulathur,1101,4613000,3,4190,unfurnished,3,3
Kattankulathur,930,3300000,2,3548,semifurnished,2,3
Kattankulathur,1390,5100000,3,3669,unfurnished,3,0
Kattankulathur,845,3334000,2,3945,unfurnished,2,3
Kattankulathur,600,2450000,2,4083,unfurnished,2,0
Kattankulathur,1000,4400000,2,4400,semifurnished,2,2
Kattankulathur,450,3200000,2,7111,unfurnished,2,0
Kattankulathur,700,4300000,2,6142,unfurnished,2,0
Kattankulathur,1219,5400000,2,4429,unfurnished,2,0
Mogappair,1354,7800000,3,5760,semifurnished,3,4
Mogappair,1100,7000000,1,6363,semifurnished,2,3
Mogappair,2225,14900000,3,6699,unfurnished,3,0
Mogappair,1062,7500000,2,7062,semifurnished,2,1
Mogappair,1077,9700000,2,9006,unfurnished,3,0
Mogappair,1970,13000000,3,6638,unfurnished,3,2
Mogappair,839,7715000,2,9196,unfurnished,1,0
Mogappair,995,5800000,2,5829,semifurnished,2,2
Mogappair,1962,13100000,3,6699,unfurnished,3,0
Mogappair,1180,8000000,2,6779,semifurnished,2,7
Mogappair,1342,9386000,2,6994,unfurnished,2,0
Mogappair,1800,25000000,5,13888,semifurnished,5,4
Mogappair,931,4095000,2,4399,unfurnished,2,0
Mogappair,2000,15000000,3,7500,semifurnished,3,6
Mogappair,1352,5947000,3,4399,unfurnished,2,1
Mogappair,1241,10100000,2,8138,semifurnished,2,6
Mogappair,1850,12200000,3,6638,unfurnished,2,2
Mogappair,1190,7900000,2,6638,unfurnished,2,2
Mogappair,1214,10900000,2,9007,semifurnished,2,13
Mogappair,1363,9817000,2,7202,unfurnished,2,6
Mogappair,1197,8177000,2,6831,unfurnished,2,1
Mogappair,1577,15000000,3,9511,semifurnished,3,7
Mogappair,682,5300000,1,7771,unfurnished,1,0
Mogappair,940,5734000,2,6100,unfurnished,1,3
Mogappair,712,4500000,2,6320,semifurnished,2,10
Mogappair,1827,10000000,3,5473,unfurnished,3,2
Mogappair,1197,7122000,2,5950,unfurnished,2,1
Mogappair,1530,7809000,3,5103,unfurnished,3,0
Mogappair,1849,11400000,3,6200,unfurnished,3,0
Mogappair,926,4981000,2,5379,unfurnished,2,0
Mogappair,1073,4720000,2,4399,unfurnished,2,1
Mogappair,1220,7442000,3,6100,unfurnished,2,3
Mogappair,1476,8782000,3,5950,unfurnished,3,0
Mogappair,1648,11700000,3,7099,unfurnished,3,0
Mogappair,1390,9200000,3,6618,semifurnished,2,0
Mogappair,1096,9814000,3,8963,unfurnished,2,0
Mogappair,1195,8000000,3,6694,semifurnished,2,11
Mogappair,678,6363000,2,9385,unfurnished,1,0
Mogappair,400,3000000,1,7500,unfurnished,1,5
Mogappair,952,4952000,2,5201,semifurnished,2,0
Mogappair,2800,19500000,4,6964,semifurnished,3,2
Mogappair,688,4258000,1,6188,unfurnished,1,2
Mogappair,1033,7000000,2,6776,unfurnished,2,1
Mogappair,1234,6416000,3,5199,semifurnished,3,2
Mogappair,2433,16100000,4,6617,unfurnished,4,0
Mogappair,1272,12000000,3,9827,unfurnished,2,1
Mogappair,1069,7151000,2,6689,unfurnished,2,3
Mogappair,1750,15000000,3,8571,furnished,3,6
Mogappair,1639,13500000,3,8236,unfurnished,3,4
Mogappair,1525,14200000,3,9349,furnished,3,2
Mogappair,1119,4900000,2,4378,unfurnished,2,0
Mogappair,986,8874000,2,9000,unfurnished,2,11
Mogappair,1390,9200000,3,6618,unfurnished,3,8
Mogappair,1197,7119000,2,5948,unfurnished,2,0
Mogappair,1368,8450000,3,6176,semifurnished,3,11
Mogappair,1363,8450000,2,6200,unfurnished,2,0
Mogappair,925,5642000,2,6100,unfurnished,2,3
Mogappair,1051,6250000,2,5947,unfurnished,2,5
Mogappair,1535,14800000,3,9685,furnished,3,2
Mogappair,1849,11400000,3,6198,unfurnished,3,4
Mogappair,945,5764000,2,6100,unfurnished,2,3
Mogappair,1500,12500000,3,8399,unfurnished,3,2
Mogappair,1730,14900000,3,8612,furnished,3,7
Mogappair,1342,8320000,2,6200,unfurnished,3,0
Mogappair,1668,9919000,3,5947,unfurnished,3,0
Mogappair,1190,6890000,1,5790,unfurnished,2,3
Mogappair,997,6379000,2,6399,unfurnished,2,1
Mogappair,1340,12500000,3,9328,unfurnished,2,0
Mogappair,1846,13300000,3,7204,unfurnished,2,3
Mogappair,1270,8430000,2,6637,semifurnished,2,2
Mogappair,1296,11500000,3,8873,semifurnished,3,2
Mogappair,1470,8747000,3,5950,semifurnished,3,0
Mogappair,1325,9500000,3,7169,semifurnished,3,3
Mogappair,1288,10400000,2,8074,unfurnished,2,6
Mogappair,1311,11700000,3,8924,unfurnished,2,2
Mogappair,955,5200000,2,5445,semifurnished,2,0
Mogappair,2222,11200000,4,5040,unfurnished,4,0
Mogappair,1380,7174000,3,5199,unfurnished,3,3
Mogappair,800,6900000,2,8625,semifurnished,2,2
Alwarpet,750,7000000,2,9333,semifurnished,2,4
Alwarpet,2028,40500000,4,20000,unfurnished,4,1
Alwarpet,1760,29000000,3,16477,unfurnished,3,6
Alwarpet,2348,51700000,3,22018,unfurnished,3,3
Alwarpet,1688,30300000,3,17999,unfurnished,3,5
Alwarpet,2292,48100000,3,21000,unfurnished,3,4
Alwarpet,1756,33200000,3,18906,unfurnished,2,2
Alwarpet,1150,15000000,2,13043,unfurnished,2,0
Alwarpet,1989,41700000,3,21000,unfurnished,3,1
Alwarpet,950,8600000,2,9052,semifurnished,2,2
Alwarpet,1440,24500000,3,17013,semifurnished,2,0
Alwarpet,875,11000000,3,12571,unfurnished,2,9
Alwarpet,1785,35700000,3,20000,unfurnished,3,1
Alwarpet,1540,23000000,3,14935,semifurnished,2,1
Alwarpet,846,10900000,2,13002,semifurnished,2,3
Alwarpet,1673,33400000,3,20000,unfurnished,3,1
Alwarpet,2291,48100000,3,20995,semifurnished,3,0
Alwarpet,2275,45500000,3,20000,semifurnished,3,0
Alwarpet,860,12000000,2,13953,semifurnished,2,2
Alwarpet,800,6900000,2,8625,semifurnished,2,6
Alwarpet,1990,45800000,3,23056,unfurnished,3,4
Alwarpet,1000,12500000,2,12500,unfurnished,2,3
Alwarpet,1700,12500000,3,7352,semifurnished,3,5
Alwarpet,450,3500000,1,7777,semifurnished,2,7
Alwarpet,2000,30000000,3,15000,semifurnished,3,8
Alwarpet,1600,13000000,3,8125,semifurnished,5,11
Alwarpet,1250,19000000,3,15200,furnished,3,1
Alwarpet,800,2700000,2,3375,semifurnished,3,1
Chetpet,1650,13000000,3,7878,semifurnished,3,2
Chetpet,785,7065000,2,9000,unfurnished,2,0
Chetpet,982,9329000,1,9500,unfurnished,2,2
Chetpet,1500,21000000,3,14000,furnished,3,4
Chetpet,800,2700000,2,3375,semifurnished,2,10
Chetpet,1330,16800000,3,12631,semifurnished,2,3
Chetpet,1200,15000000,2,12500,semifurnished,2,8
Chetpet,748,6732000,2,9000,unfurnished,2,0
Chetpet,1320,15000000,3,11363,semifurnished,2,2
Chetpet,635,2900000,1,4566,unfurnished,1,3
Vanagaram,1343,6900000,3,5137,unfurnished,3,0
Vanagaram,1000,5900000,2,5900,semifurnished,1,1
Vanagaram,594,3385000,1,5700,unfurnished,1,3
Vanagaram,1078,5390000,2,5000,unfurnished,2,5
Vanagaram,970,4850000,2,5000,unfurnished,2,4
Vanagaram,1555,5131000,3,3300,unfurnished,3,0
Vanagaram,650,6500000,3,10000,unfurnished,2,1
Vanagaram,1072,5360000,2,5000,unfurnished,2,6
Vanagaram,905,4525000,2,5000,unfurnished,2,2
Vanagaram,1359,7500000,3,5518,unfurnished,3,0
Vanagaram,608,3000000,1,4934,semifurnished,1,4
Vanagaram,1367,7500000,3,5486,unfurnished,3,2
Vanagaram,1009,5045000,2,5000,unfurnished,2,1
Vanagaram,898,6579000,3,4898,unfurnished,2,2
Vanagaram,1013,5774000,2,5699,unfurnished,2,5
Vanagaram,1413,7500000,3,5307,unfurnished,3,2
Vanagaram,914,4570000,2,5000,unfurnished,2,0
Vanagaram,1068,5000000,2,5149,unfurnished,2,1
Vanagaram,1550,10200000,3,6580,semifurnished,3,2
Vanagaram,957,4784000,2,4999,unfurnished,2,0
Vanagaram,1061,5516000,2,5199,semifurnished,2,3
Vanagaram,635,2900000,1,4566,unfurnished,1,2
Vanagaram,1554,8080000,3,5199,unfurnished,3,0
Vanagaram,1860,8091000,4,4350,semifurnished,3,0
Vanagaram,1051,6000000,2,5708,unfurnished,2,1
Vanagaram,1491,8900000,3,5969,unfurnished,3,0
Vanagaram,685,2260000,1,3300,unfurnished,2,0
Vanagaram,920,5060000,2,5500,semifurnished,2,1
Vanagaram,918,4590000,2,5000,unfurnished,2,4
Vanagaram,1020,5400000,1,5294,unfurnished,2,0
Vanagaram,1403,7856000,3,5600,unfurnished,3,0
Vanagaram,925,4624000,2,4999,unfurnished,2,0
Vanagaram,1427,8490000,3,5950,unfurnished,3,5
Vanagaram,594,3868000,1,6513,unfurnished,1,8
Vanagaram,1036,6164000,2,5950,unfurnished,2,0
Vanagaram,1061,5500000,2,5183,unfurnished,2,0
Vanagaram,1330,5786000,3,4350,semifurnished,3,0
Vanagaram,700,6300000,2,9000,unfurnished,2,1
Vanagaram,815,4564000,2,5600,unfurnished,2,0
Vanagaram,400,5500000,1,13750,unfurnished,2,2
Tnagar,500,1700000,2,3400,unfurnished,1,7
Tnagar,750,3200000,2,4266,unfurnished,2,0
Tnagar,1210,6250000,2,5165,semifurnished,2,2
Tnagar,850,2700000,2,3176,unfurnished,2,2
Tnagar,590,5000000,2,8474,semifurnished,2,5
Tnagar,832,7238000,2,8699,unfurnished,2,0
Saidapet,1010,9290000,2,9199,unfurnished,2,0
Saidapet,746,3700000,2,4959,unfurnished,2,2
Saidapet,1881,28200000,2,14994,unfurnished,3,0
Saidapet,1733,21600000,3,12500,unfurnished,3,0
Saidapet,1334,15300000,2,11500,unfurnished,2,2
Saidapet,964,5500000,2,5705,semifurnished,2,3
Saidapet,770,6500000,2,8441,unfurnished,2,4
Saidapet,1152,5750000,3,4991,unfurnished,2,5
Ambattur,890,3450000,2,3876,semifurnished,2,1
Ambattur,658,5000000,2,7598,semifurnished,2,2
Ambattur,750,4100000,2,5466,semifurnished,2,3
Ambattur,1367,6356000,2,4650,unfurnished,3,2
Ambattur,1047,4710000,3,5171,unfurnished,2,0
Ambattur,1315,6800000,2,4499,unfurnished,2,0
Ambattur,927,5506000,2,5939,unfurnished,2,0
Ambattur,1440,7740000,3,5375,unfurnished,3,0
Ambattur,534,2721000,1,5096,unfurnished,1,1
Ambattur,1644,7800000,3,4744,unfurnished,3,0
Ambattur,1800,7600000,4,4222,semifurnished,4,2
Ambattur,1111,7000000,2,6300,semifurnished,2,1
Vadapalani,1050,7200000,2,6857,unfurnished,2,3
Vadapalani,756,6800000,2,8994,unfurnished,2,0
Vadapalani,967,6200000,2,6411,semifurnished,2,2
Vadapalani,1080,7000000,2,6481,semifurnished,2,3
Vadapalani,1000,7500000,3,7500,semifurnished,2,1
Vadapalani,650,3800000,1,5846,semifurnished,1,2
Vadapalani,870,3866000,2,4443,semifurnished,2,1
Vadapalani,706,3177000,2,4500,unfurnished,2,0
Vadapalani,515,5665000,1,11000,unfurnished,1,0
Vadapalani,631,5994000,2,9500,unfurnished,2,0
Vadapalani,1310,5488000,3,4190,unfurnished,3,4
Perungalathur,934,3300000,2,3533,semifurnished,2,2
Perungalathur,580,3300000,2,5689,furnished,1,3
Perungalathur,800,3000000,2,3750,unfurnished,2,0
Perungalathur,1038,7716000,2,7433,unfurnished,2,0
Perungalathur,1078,7000000,2,6493,unfurnished,2,0
Perungalathur,910,2912000,2,3200,semifurnished,2,4
Perungalathur,680,4500000,1,6617,unfurnished,1,0
Perungalathur,1770,9800000,3,5536,unfurnished,3,0
Perungalathur,1727,8635000,3,5000,unfurnished,3,0
Perungalathur,1800,7500000,3,4166,semifurnished,3,2
Perungalathur,1062,4000000,2,3766,unfurnished,2,1
Vandalur,905,4235000,2,4679,unfurnished,2,0
Vandalur,1378,5050000,3,3664,unfurnished,2,4
Vandalur,2127,10700000,3,5030,unfurnished,3,3
Vandalur,1283,4900000,4,3819,unfurnished,4,1
Vandalur,740,3100000,2,4189,unfurnished,2,3
Vandalur,837,4658000,2,5566,unfurnished,2,0
Vandalur,910,4265000,2,4686,unfurnished,2,0
Vandalur,1448,5292000,3,3654,unfurnished,3,4
Vandalur,1815,9179000,3,5057,unfurnished,3,2
Vandalur,757,2780000,2,3672,unfurnished,2,1
Vandalur,1121,4062000,2,3623,unfurnished,2,4
Vandalur,1062,4000000,2,3766,unfurnished,2,0
Vandalur,1416,7297000,3,5133,unfurnished,3,3
Vandalur,1360,5440000,3,4000,unfurnished,3,4
Vandalur,662,2800000,1,4229,unfurnished,1,3
Vandalur,1518,5533000,3,3644,unfurnished,3,4
Vandalur,1265,5349000,3,4299,unfurnished,3,2
Vandalur,1116,3298000,1,2956,unfurnished,2,10
Vandalur,1020,8500000,2,8333,semifurnished,2,1
Ayanavaram,750,4000000,2,5333,semifurnished,2,3
Ayanavaram,1550,14700000,3,9500,semifurnished,3,2
Ayanavaram,875,6800000,2,7771,unfurnished,2,17
Ayanavaram,823,7600000,2,9234,unfurnished,2,8
Ayanavaram,1310,13500000,3,10305,unfurnished,3,13
Ayanavaram,970,7900000,2,8144,semifurnished,2,10
Ayanavaram,1064,8500000,2,7988,semifurnished,2,11
Ayanavaram,2400,20000000,6,8333,unfurnished,6,2
Ayanavaram,750,5800000,2,7733,furnished,2,11
Ayanavaram,550,3500000,1,6363,semifurnished,1,3
Ayanavaram,500,3500000,1,7000,unfurnished,1,4
Ayanavaram,753,7002000,2,9300,unfurnished,2,1
Choolaimedu,790,7900000,2,10000,semifurnished,2,2
Choolaimedu,889,7100000,2,7986,semifurnished,2,3
Choolaimedu,940,9900000,2,10531,semifurnished,2,0
Choolaimedu,849,7216000,2,8499,unfurnished,2,0
Choolaimedu,415,2400000,1,5783,semifurnished,1,4
Choolaimedu,910,7100000,2,7802,unfurnished,2,2
Choolaimedu,580,5300000,1,9137,furnished,1,0
Choolaimedu,1315,9500000,3,7224,semifurnished,3,1
Choolaimedu,530,3500000,1,6603,furnished,1,2
Choolaimedu,1020,7020000,2,6883,unfurnished,2,0
Choolaimedu,415,2200000,1,5301,unfurnished,1,3
Choolaimedu,1017,8644000,2,8499,unfurnished,2,0
Choolaimedu,1600,13000000,3,8125,unfurnished,3,10
