area,square_ft,price,bedrooms,pricepersq_ft,status,bathrooms,age_of_property
Sembakkam,1097,4936000,3,4500,unfurnished,2,1
Sembakkam,1750,8499000,3,4857,unfurnished,3,0
Sembakkam,805,4000000,2,4968,semifurnished,2,6
Sembakkam,861,5338000,2,6200,semifurnished,2,0
Sembakkam,858,4900000,2,5710,unfurnished,2,7
Sembakkam,800,4400000,2,5500,unfurnished,2,0
Sembakkam,820,3690000,2,4500,unfurnished,2,5
Sembakkam,1320,11000000,3,8333,unfurnished,3,1
Sembakkam,995,5500000,2,5527,semifurnished,2,3
Sembakkam,1650,8198000,3,4969,unfurnished,3,0
Sembakkam,485,2231000,1,4600,unfurnished,1,1
Sembakkam,773,3710000,2,4800,unfurnished,2,8
Sembakkam,1280,7600000,3,5937,unfurnished,3,2
Sembakkam,772,3475000,2,4501,unfurnished,2,5
Sembakkam,751,4656000,2,6200,semifurnished,2,0
Sembakkam,970,4800000,3,4948,semifurnished,3,1
Sembakkam,1050,8873000,2,8450,unfurnished,2,0
Sembakkam,815,4449000,2,5460,unfurnished,2,7
Sembakkam,550,2474000,1,4499,unfurnished,1,2
Sembakkam,800,3600000,2,4500,semifurnished,2,6
Sembakkam,1425,8835000,3,6200,semifurnished,3,0
Sembakkam,940,5600000,2,5957,unfurnished,2,4
Sembakkam,975,8287000,2,8499,unfurnished,2,0
Sembakkam,1300,6999000,3,5384,unfurnished,3,9
Sembakkam,1800,9000000,4,5000,semifurnished,3,5
Sembakkam,518,2486000,1,4800,unfurnished,1,0
Sembakkam,1337,8900000,3,6656,unfurnished,3,2
Sembakkam,3763,20000000,3,5314,semifurnished,3,10
Sembakkam,1150,5300000,3,4608,unfurnished,3,2
Sembakkam,950,4560000,2,4800,unfurnished,2,0
Sembakkam,1010,5200000,2,5148,semifurnished,2,2
Sembakkam,1255,7781000,3,6200,semifurnished,3,0
Sembakkam,1000,6700000,2,6700,unfurnished,2,2
Sembakkam,1240,7000000,3,5645,unfurnished,2,10
Sembakkam,585,4707000,1,8046,unfurnished,1,0
Sembakkam,914,5000000,2,5470,unfurnished,2,1
Sembakkam,844,4852000,2,5748,semifurnished,2,6
Sembakkam,1408,9300000,3,6605,unfurnished,3,2
Sembakkam,900,4300000,2,4777,unfurnished,2,2
Sembakkam,550,7000000,1,12727,semifurnished,1,10
Sembakkam,760,4200000,2,5526,semifurnished,2,0
Sembakkam,1200,5200000,3,4333,unfurnished,3,8
Sembakkam,1115,6913000,3,6200,semifurnished,3,5
Sembakkam,1025,8678000,2,8466,unfurnished,3,0
Sembakkam,825,3699000,2,4484,unfurnished,2,2
Sembakkam,998,4790000,2,4800,unfurnished,2,0
Sembakkam,1266,7342000,3,5800,semifurnished,3,9
Sembakkam,820,3800000,2,4634,semifurnished,2,4
Sembakkam,1500,12400000,3,8266,unfurnished,3,0
Sembakkam,755,4000000,2,5298,unfurnished,2,5
Sembakkam,1199,6959000,3,5800,semifurnished,3,7
Sembakkam,1105,4950000,3,4479,unfurnished,2,2
Sembakkam,951,4500000,2,4731,unfurnished,2,0
Sembakkam,1080,6264000,2,5800,semifurnished,2,2
Sembakkam,780,3499000,2,4487,unfurnished,2,0
Sembakkam,849,5200000,2,6124,semifurnished,2,9
Sembakkam,1158,7800000,3,6735,unfurnished,3,2
Sembakkam,1069,5345000,2,5000,semifurnished,2,9
Sembakkam,1002,6700000,2,6686,unfurnished,1,2
Sembakkam,751,4656000,2,6200,semifurnished,2,0
Sembakkam,1650,8000000,3,4848,semifurnished,3,6
Sembakkam,891,5167000,2,5800,semifurnished,2,2
Sembakkam,983,5701000,2,5800,semifurnished,2,5
Sembakkam,949,5504000,2,5800,semifurnished,2,3
Sembakkam,662,2799000,1,4501,furnished,1,0
Sembakkam,760,4000000,2,5263,unfurnished,2,8
Sembakkam,1425,8835000,3,6200,semifurnished,3,0
Sembakkam,472,2200000,1,4661,semifurnished,1,1
Sembakkam,984,4920000,2,5000,semifurnished,2,5
Sembakkam,1822,8800000,3,4829,semifurnished,3,2
pammal,451,1894000,1,4200,unfurnished,1,0
pammal,718,3949000,2,5500,semifurnished,2,3
pammal,1245,5602000,2,4500,unfurnished,2,2
pammal,932,4344000,2,4660,unfurnished,2,0
pammal,1100,6300000,2,5727,furnished,2,0
pammal,900,4455000,2,4950,unfurnished,1,0
pammal,718,3518000,2,4900,furnished,2,2
pammal,735,2900000,2,3945,unfurnished,2,0
pammal,868,4253000,2,4900,unfurnished,2,1
pammal,970,5335000,2,5500,furnished,2,0
pammal,450,3000000,1,6666,furnished,1,3
pammal,876,4818000,2,5500,unfurnished,2,5
pammal,700,2700000,2,3857,unfurnished,2,6
pammal,1800,12000000,4,6666,furnished,4,0
pammal,1016,4697000,2,4623,unfurnished,2,4
pammal,900,4500000,2,5000,unfurnished,2,3
pammal,784,4110000,2,5242,semifurnished,2,0
pammal,850,4500000,2,5294,unfurnished,1,0
pammal,825,5300000,2,6424,furnished,2,1
pammal,1165,5908000,3,5071,unfurnished,3,0
pammal,1045,5200000,2,4976,unfurnished,2,0
pammal,680,2856000,2,4200,unfurnished,2,1
pammal,710,2800000,2,3943,unfurnished,2,1
pammal,1069,6000000,3,5612,semifurnished,3,8
pammal,952,5236000,2,5500,semifurnished,2,0
pammal,1040,3800000,2,3653,unfurnished,2,5
pammal,785,3885000,2,4950,unfurnished,2,3
pammal,1244,7200000,3,5787,furnished,3,0
pammal,718,3518000,2,4900,unfurnished,2,0
pammal,745,3850000,2,5168,unfurnished,2,1
pammal,743,3954000,2,5323,semifurnished,2,3
pammal,1384,6782000,3,4900,unfurnished,2,1
pammal,1100,6300000,2,5727,unfurnished,2,1
pammal,970,5335000,2,5500,furnished,2,0
pammal,990,4950000,2,5000,unfurnished,2,19
pammal,1552,6984000,3,4500,unfurnished,3,0
pammal,744,4092000,2,5500,unfurnished,2,1
pammal,1127,4500000,3,3992,unfurnished,2,0
pammal,650,2900000,2,4461,unfurnished,2,1
pammal,785,5200000,2,6624,furnished,2,3
pammal,960,5280000,2,5500,semifurnished,1,0
pammal,912,6500000,2,7127,furnished,2,9
pammal,876,4780000,2,5456,semifurnished,2,2
pammal,1243,5593000,2,4500,unfurnished,2,1
pammal,1032,5000000,2,4844,unfurnished,2,0
pammal,1033,6500000,2,6292,furnished,2,0
pammal,674,3500000,2,5192,semifurnished,2,3
pammal,1053,4500000,2,4273,unfurnished,2,8
pammal,723,3000000,2,4149,unfurnished,2,3
pammal,1145,5381000,3,4700,unfurnished,3,0
pammal,1074,4983000,3,4639,unfurnished,3,0
pammal,1063,4200000,2,3951,unfurnished,2,2
pammal,712,2990000,2,4200,unfurnished,2,0
pammal,900,4140000,2,4600,unfurnished,2,1
pammal,777,4856000,2,6249,furnished,2,3
pammal,789,3866000,2,4900,unfurnished,2,1
pammal,928,5000000,2,5387,semifurnished,2,0
pammal,976,5000000,2,5122,unfurnished,2,2
pammal,996,4681000,2,4700,unfurnished,2,1
pammal,919,5844000,2,6359,furnished,2,0
pammal,841,3784000,2,4500,unfurnished,2,1
pammal,2200,17900000,6,8181,furnished,4,11
pammal,1098,4941000,3,4500,unfurnished,3,3
pammal,1205,5800000,3,4813,unfurnished,3,0
pammal,745,3650000,2,4900,unfurnished,2,0
pammal,918,4281000,2,4663,unfurnished,2,0
pammal,900,4500000,2,5000,semifurnished,2,1
pammal,940,6800000,2,7234,furnished,2,5
pammal,714,2998000,2,4200,unfurnished,2,0
pammal,1237,5566000,2,4500,unfurnished,2,2
pammal,450,2911000,2,6848,furnished,1,3
pammal,1200,4900000,3,4083,unfurnished,3,0
pammal,661,2800000,1,4236,unfurnished,1,7
pammal,2500,1600000,2,640,unfurnished,2,5
pammal,1600,9000000,3,5625,semifurnished,2,0
pammal,710,2800000,2,3943,unfurnished,2,1
pammal,650,2900000,2,4461,unfurnished,2,1
pammal,652,3586000,2,5500,furnished,2,0
pammal,952,5236000,2,5500,semifurnished,2,1
pammal,1220,6710000,3,5500,unfurnished,3,0
pammal,652,3532000,2,5418,unfurnished,1,9
pammal,1216,6605000,3,5432,semifurnished,2,1
pammal,791,4230000,2,5348,unfurnished,1,0
pammal,430,2299000,1,5346,unfurnished,1,0
pammal,830,4503000,2,5426,unfurnished,2,0
pammal,1145,5381000,3,4781,semifurnished,2,3
pammal,492,2312000,2,4700,unfurnished,2,1
pammal,1145,5381000,3,4700,unfurnished,2,1
pammal,905,4684000,2,5176,furnished,2,0
pammal,850,3825000,2,4500,unfurnished,1,0
pammal,1050,5605000,2,5335,unfurnished,1,4
pammal,890,4005000,2,4500,unfurnished,2,0
pammal,822,3863000,2,4700,unfurnished,2,1
pammal,840,3948000,2,4700,unfurnished,1,2
chitlapakkam,2000,10800000,4,5400,furnished,3,0
chitlapakkam,836,4807000,2,5750,unfurnished,2,1
chitlapakkam,1388,9400000,3,6772,furnished,3,0
chitlapakkam,960,5472000,2,5700,unfurnished,2,0
chitlapakkam,1210,5960000,3,4925,unfurnished,2,13
chitlapakkam,1785,11000000,2,6162,semifurnished,2,3
chitlapakkam,985,6400000,2,6497,furnished,2,0
chitlapakkam,1151,7000000,2,6081,furnished,2,15
chitlapakkam,890,4800000,2,5393,semifurnished,2,0
chitlapakkam,1125,7900000,3,7022,furnished,3,0
chitlapakkam,720,4140000,2,5750,unfurnished,2,1
chitlapakkam,1210,5884000,3,4863,unfurnished,2,3
chitlapakkam,1197,6344000,3,5300,semifurnished,3,0
chitlapakkam,1314,8500000,3,6468,furnished,3,0
chitlapakkam,750,4324000,2,5750,semifurnished,2,6
chitlapakkam,1200,5950000,3,4958,unfurnished,2,15
chitlapakkam,815,3993000,2,4900,unfurnished,2,3
chitlapakkam,1045,4702000,3,4500,unfurnished,2,5
chitlapakkam,1105,5600000,2,5067,unfurnished,2,6
chitlapakkam,960,6208000,2,6497,furnished,2,0
chitlapakkam,700,3500000,2,5000,unfurnished,2,1
chitlapakkam,1009,6400000,2,6342,semifurnished,2,5
chitlapakkam,895,5808000,2,6490,furnished,1,0
chitlapakkam,1400,12500000,3,8928,furnished,3,0
chitlapakkam,1210,5929000,3,4900,unfurnished,2,0
nanmangalam,460,2646000,1,5752,unfurnished,1,3
nanmangalam,820,3854000,2,4700,unfurnished,2,0
nanmangalam,1212,6500000,3,5363,semifurnished,3,1
nanmangalam,1833,9000000,3,4909,semifurnished,3,0
nanmangalam,800,3439000,2,4299,unfurnished,2,0
nanmangalam,800,6500000,2,8125,furnished,1,1
nanmangalam,850,3674000,2,4322,unfurnished,2,2
nanmangalam,1033,5474000,2,5300,semifurnished,2,0
nanmangalam,2213,17000000,2,7681,furnished,2,6
nanmangalam,1213,5810000,3,4789,semifurnished,2,0
nanmangalam,950,4560000,2,4800,unfurnished,2,0
nanmangalam,793,5352000,2,6749,furnished,2,1
nanmangalam,865,4325000,2,5000,semifurnished,2,1
nanmangalam,1000,5150000,2,5150,semifurnished,1,9
nanmangalam,800,3439000,2,4299,unfurnished,2,0
nanmangalam,872,3513000,2,4079,unfurnished,2,1
nanmangalam,1090,5450000,3,5000,semifurnished,2,1
nanmangalam,850,5737000,2,6750,furnished,2,0
nanmangalam,700,3325000,2,4750,unfurnished,2,1
nanmangalam,992,4662000,2,4700,unfurnished,2,7
nanmangalam,905,5068000,2,5600,semifurnished,2,4
nanmangalam,721,2956000,2,4100,unfurnished,2,1
nanmangalam,802,4000000,2,4987,semifurnished,1,0
nanmangalam,800,3440000,2,4300,unfurnished,2,0
nanmangalam,819,3600000,2,4395,unfurnished,2,1
nanmangalam,769,3884000,2,4999,semifurnished,2,0
nanmangalam,852,5738000,2,6734,furnished,2,1
nanmangalam,781,3560000,2,4558,unfurnished,2,1
nanmangalam,721,2860000,2,3996,unfurnished,2,0
nanmangalam,889,4756000,2,5350,semifurnished,2,1
nanmangalam,1097,5485000,3,5000,semifurnished,2,0
nanmangalam,1230,6500000,2,5284,semifurnished,2,1
nanmangalam,827,4235000,2,5121,unfurnished,1,0
nanmangalam,746,3730000,2,5000,unfurnished,2,0
nanmangalam,924,4530000,2,4902,unfurnished,2,1
nanmangalam,850,4400000,2,5176,semifurnished,2,1
nanmangalam,920,4416000,2,4800,unfurnished,2,0
nanmangalam,715,2884000,2,4033,unfurnished,2,1
nanmangalam,900,4500000,2,5000,semifurnished,2,0
nanmangalam,1032,4953000,2,4800,unfurnished,2,1
nanmangalam,1200,10500000,2,8750,furnished,4,0
nanmangalam,840,4200000,2,5000,semifurnished,2,0
nanmangalam,2200,8700000,4,3954,semifurnished,3,8
nanmangalam,1850,9000000,3,4864,semifurnished,2,1
nanmangalam,899,4771000,2,5307,furnished,2,0
nanmangalam,1143,5485000,3,4799,unfurnished,2,0
nanmangalam,586,2925000,1,4991,unfurnished,1,0
madambakkam,912,3500000,2,3837,unfurnished,2,0
madambakkam,1001,4400000,2,4395,semifurnished,2,6
madambakkam,871,3658000,2,4199,unfurnished,2,0
madambakkam,848,2900000,2,3419,unfurnished,2,7
madambakkam,1070,5400000,3,5046,furnished,3,0
madambakkam,1400,6475000,3,4625,unfurnished,3,8
madambakkam,877,4385000,2,5000,semifurnished,2,0
madambakkam,1334,5900000,3,4422,semifurnished,3,3
madambakkam,1001,4500000,2,4495,furnished,2,8
madambakkam,1072,4000000,2,3731,unfurnished,2,0
madambakkam,734,3156000,2,4299,semifurnished,2,9
madambakkam,1600,7100000,3,4437,semifurnished,3,0
madambakkam,1800,8600000,4,4777,furnished,3,1
madambakkam,613,2080000,2,3393,unfurnished,2,0
madambakkam,952,6155000,3,6465,furnished,3,5
madambakkam,1700,6100000,3,3588,unfurnished,3,0
madambakkam,1650,9400000,3,5696,furnished,3,1
madambakkam,500,2320000,1,4640,furnished,1,0
madambakkam,780,4256000,2,5456,unfurnished,2,6
madambakkam,1453,7991000,3,5500,furnished,2,0
madambakkam,752,3499000,2,4654,semifurnished,2,0
madambakkam,1001,4400000,2,4395,unfurnished,2,6
madambakkam,833,4165000,2,5000,furnished,2,3
madambakkam,1000,5400000,2,5400,furnished,2,0
madambakkam,1830,8510000,4,4650,semifurnished,3,0
madambakkam,1500,8800000,3,5866,furnished,3,2
madambakkam,848,2900000,2,3419,unfurnished,1,0
madambakkam,859,4500000,2,5238,furnished,2,0
madambakkam,1334,5950000,3,4460,semifurnished,3,0
madambakkam,745,4400000,2,5906,furnished,2,0
madambakkam,900,4475000,2,4972,unfurnished,2,0
madambakkam,1180,6000000,2,5084,semifurnished,3,5
madambakkam,1283,5933000,3,4625,unfurnished,3,5
madambakkam,1169,6078000,3,5200,furnished,3,7
madambakkam,1150,5814000,3,5055,semifurnished,3,0
madambakkam,640,3000000,2,4687,semifurnished,2,5
madambakkam,954,4500000,2,4716,unfurnished,2,0
madambakkam,738,4200000,2,5691,furnished,2,0
madambakkam,1168,5805000,3,4970,semifurnished,2,2
madambakkam,912,3700000,2,4057,unfurnished,1,0
madambakkam,1900,10000000,4,5263,furnished,3,0
madambakkam,1189,5499000,3,4625,semifurnished,3,6
madambakkam,1140,5854000,3,5135,furnished,2,8
madambakkam,1289,6445000,3,5000,semifurnished,3,0
madambakkam,955,4700000,2,4921,semifurnished,2,0
madambakkam,1200,5300000,3,4416,unfurnished,3,6
madambakkam,1700,6100000,4,3588,unfurnished,4,0
madambakkam,993,4135000,2,4164,unfurnished,1,3
madambakkam,960,3700000,2,3854,semifurnished,2,3
madambakkam,1300,7000000,3,5384,furnished,4,0
madambakkam,548,2200000,1,4014,unfurnished,1,9
madambakkam,1012,4800000,2,4743,semifurnished,2,0
madambakkam,998,5500000,3,5511,furnished,3,3
madambakkam,640,3200000,1,5000,furnished,1,0
madambakkam,900,4680000,2,5200,furnished,2,7
madambakkam,1850,7800000,3,4216,semifurnished,3,10
madambakkam,1500,7000000,3,4666,semifurnished,3,0
madambakkam,1466,8063000,3,5500,furnished,3,2
madambakkam,1245,6225000,3,5000,semifurnished,3,2
madambakkam,1199,6000000,3,5004,furnished,3,0
madambakkam,1200,1500000,1,1250,unfurnished,1,9
madambakkam,1000,4500000,2,4500,semifurnished,2,0
madambakkam,826,3427000,2,4150,unfurnished,2,4
madambakkam,1334,5700000,3,4272,semifurnished,3,0
madambakkam,670,2405000,2,3589,unfurnished,2,1
madambakkam,1025,5000000,3,4878,semifurnished,2,3
madambakkam,1500,8000000,3,5161,furnished,4,0
madambakkam,1700,10000000,3,5882,furnished,3,0
madambakkam,1150,5000000,2,4347,semifurnished,2,1
madambakkam,1832,5499000,3,3002,unfurnished,2,2
madambakkam,760,3500000,2,4605,semifurnished,2,0
madambakkam,800,5500000,1,6875,furnished,1,3
madambakkam,735,3601000,2,4900,semifurnished,1,0
madambakkam,1150,5750000,3,5000,semifurnished,3,2
madambakkam,580,1850000,1,3189,unfurnished,1,6
madambakkam,1800,11000000,3,6111,furnished,3,7
madambakkam,1177,5885000,3,5000,semifurnished,3,0
madambakkam,889,4662000,2,5200,furnished,2,7
madambakkam,1003,5015000,2,5000,furnished,2,2
madambakkam,1084,5420000,3,5000,semifurnished,3,0
madambakkam,994,4970000,2,5000,furnished,2,4
madambakkam,856,4000000,2,4672,semifurnished,2,0
madambakkam,889,4415000,2,4966,semifurnished,2,0
madambakkam,783,3836000,2,4900,semifurnished,2,1
madambakkam,994,4970000,2,5000,furnished,2,0
madambakkam,835,4500000,2,5389,furnished,2,0
madambakkam,1161,5805000,3,5000,semifurnished,3,2
madambakkam,1050,5100000,3,4857,semifurnished,3,1
madambakkam,1760,9800000,3,5568,furnished,3,0
madambakkam,1740,9400000,3,5402,semifurnished,3,0
madambakkam,1146,6000000,3,5235,semifurnished,3,1
madambakkam,583,3000000,1,5145,furnished,1,0
madambakkam,1059,5189000,3,4900,semifurnished,3,1
madambakkam,1022,5007000,2,4900,semifurnished,2,0
madambakkam,1861,10000000,3,5373,furnished,3,2
madambakkam,1721,9600000,3,5578,semifurnished,3,0
madambakkam,1841,9900000,3,5377,furnished,3,0
madambakkam,1683,9000000,3,5347,furnished,3,3
madambakkam,918,4590000,2,5000,unfurnished,2,0
madambakkam,1712,9000000,3,5257,furnished,3,1
Padi,1580,23000000,3,14556,unfurnished,3,1
Padi,759,6500000,2,8563,furnished,2,0
Padi,1232,9238000,3,7499,unfurnished,3,0
Padi,1050,10050000,2,10000,unfurnished,2,0
Padi,920,6899000,2,7499,semi-furnished,2,0
Padi,1000,10000000,2,10000,semi-furnished,2,1
Padi,1250,10024000,2,9999,unfurnished,2,0
Padi,912,6804000,2,7500,furnished,2,0
Padi,906,6795000,2,7500,semi-furnished,2,0
Padi,729,6400000,2,8779,unfurnished,2,0
Padi,2000,10020000,2,6000,semi-furnished,2,5
Padi,1000,7500000,2,7500,semi-furnished,2,5
Padi,1000,9000000,2,9000,semi-furnished,2,1
Padi,650,4500000,2,6923,unfurnished,2,1
Padi,980,7350000,2,7500,furnished,2,0
Padi,1700,10060000,2,9411,furnished,3,1
Padi,912,6850000,2,7510,unfurnished,2,0
Padi,908,6810000,2,7500,unfurnished,2,0
Padi,980,7350000,2,7500,unfurnished,2,0
Padi,912,6850000,2,7510,furnished,2,0
Mangadu,810,3602000,2,4446,semi-furnished,2,1
Mangadu,600,3500000,2,5833,unfurnished,2,0
Mangadu,1100,6000000,2,5454,semi-furnished,2,2
Mangadu,978,2738000,1,2799,semi-furnished,1,0
Mangadu,1205,5500000,3,4564,semi-furnished,3,1
Mangadu,1300,5800000,3,4461,furnished,3,1
Mangadu,958,4311000,3,4500,furnished,2,1
Mangadu,945,3591000,2,3800,unfurnished,2,1
Mangadu,817,4095000,2,5012,semi-furnished,2,0
Mangadu,1000,5400000,2,5400,semi-furnished,3,1
Mangadu,440,2040000,1,4636,unfurnished,1,0
Mangadu,647,2100000,1,3245,furnished,2,0
Mangadu,1500,7200000,4,4800,furnished,3,1
Mangadu,1000,3000000,2,3000,semi-furnished,2,1
Mangadu,808,4095000,1,5068,unfurnished,2,0
Mangadu,817,4095000,2,5012,furnished,2,0
Mangadu,818,4099000,2,5011,unfurnished,2,0
Mangadu,749,2996000,2,4000,semi-furnished,2,1
Mangadu,1178,5700000,3,4838,semi-furnished,2,0
Mangadu,832,4300000,2,5168,furnished,2,1
Mangadu,650,3900000,2,6000,unfurnished,1,1
Mangadu,2400,15000000,4,6250,furnished,4,0
Mangadu,1100,6500000,2,5909,furnished,2,1
Mangadu,1340,6000000,3,4477,unfurnished,2,2
Mangadu,1750,7600000,4,4342,semi-furnished,2,1
Mangadu,595,2499000,1,4200,unfurnished,1,1
Mangadu,700,4000000,2,5714,unfurnished,2,0
Mangadu,1800,6500000,2,3611,semi-furnished,2,1
Mangadu,797,3187000,2,3999,semi-furnished,2,1
Mangadu,800,3040000,2,3800,unfurnished,2,1
Mangadu,1171,5772000,3,4929,unfurnished,2,0
Mangadu,710,3919000,2,5519,unfurnished,2,1
Mangadu,530,2550000,1,4811,semi-furnished,1,1
Mangadu,1157,5705000,1,4930,semi-furnished,1,0
Mangadu,1200,7500000,2,6250,furnished,2,1
Mangadu,1100,5800000,2,5272,unfurnished,2,1
Mangadu,1157,5705000,3,4930,furnished,3,0
Mangadu,1285,6312000,3,4912,semi-furnished,2,0
Mangadu,690,2760000,2,4000,unfurnished,2,1
Mangadu,1394,7600000,3,5451,semi-furnished,3,1
Mangadu,1178,5700000,3,4838,furnished,2,0
Mangadu,900,4300000,2,4777,unfurnished,2,1
Mangadu,650,4000000,2,6153,semi-furnished,2,0
Mangadu,1161,7300000,2,6287,unfurnished,2,1
Mangadu,738,2951000,2,3999,semi-furnished,2,1
Mangadu,818,4099000,2,5011,furnished,2,0
Mangadu,710,3919000,2,5519,unfurnished,2,1
Mangadu,650,2990000,2,4600,unfurnished,2,0
Mangadu,1285,6302000,2,4904,unfurnished,3,0
Mangadu,1036,5350000,2,5164,semi-furnished,2,0
Mangadu,818,4099000,2,5011,semi-furnished,2,0
Mangadu,1163,5800000,2,4987,unfurnished,2,1
Mangadu,1157,5705000,3,4930,unfurnished,2,0
Mangadu,949,4500000,2,4741,furnished,2,0
Mangadu,900,3999000,2,4444,unfurnished,2,0
Mangadu,1000,4500000,2,4500,unfurnished,2,0
Mangadu,2400,15000000,3,6250,semi-furnished,3,0
Mangadu,1130,5650000,2,5000,unfurnished,2,3
Mangadu,650,3800000,2,5846,furnished,2,0
Mangadu,791,3534000,2,4468,unfurnished,2,1
Mangadu,774,3095000,2,3999,unfurnished,2,1
Mangadu,1285,6312000,3,4912,semi-furnished,2,0
Mangadu,1200,7000000,2,5833,semi-furnished,2,1
Mangadu,720,3700000,2,5138,unfurnished,2,1
Mangadu,650,2990000,2,4600,unfurnished,2,0
Mangadu,1080,7000000,2,6481,unfurnished,2,1
Mangadu,450,450000,2,450,unfurnished,2,0
Mangadu,1171,5772000,3,4929,furnished,3,0
Mangadu,600,7000000,3,11666,furnished,4,1
Mangadu,1600,7000000,3,4375,unfurnished,3,1
Mangadu,1750,6500000,3,3714,unfurnished,3,1
Mangadu,600,4000000,2,6666,unfurnished,2,1
Mangadu,817,4095000,2,5012,unfurnished,2,0
Mangadu,990,5200000,2,5252,furnished,2,1
Mangadu,800,6000000,3,7500,furnished,3,0
Mangadu,949,4500000,2,4741,unfurnished,2,0
Mangadu,2408,14000000,4,5813,furnished,4,0
Mangadu,1050,7000000,2,6666,furnished,2,1
Mangadu,1000,7000000,4,7000,furnished,5,1
Ayapakkam,1211,5691000,3,4700,unfurnished,2,2
Ayapakkam,1450,7800000,3,5379,furnished,4,0
Ayapakkam,980,4100000,2,4183,unfurnished,2,0
Ayapakkam,1200,4000000,3,3333,unfurnished,3,1
Ayapakkam,4028,24900000,7,6206,semi-furnished,2,0
Ayapakkam,792,3200000,2,4040,semi-furnished,2,1
Ayapakkam,915,4209000,3,4600,unfurnished,2,1
Ayapakkam,522,2250000,1,4310,semi-furnished,1,0
Ayapakkam,350,2500000,1,7142,semi-furnished,1,5
Ayapakkam,900,4600000,2,5111,unfurnished,2,0
Ayapakkam,1019,4500000,2,4416,unfurnished,2,0
Ayapakkam,1280,8000000,3,6250,unfurnished,2,0
Ayapakkam,1275,5992000,3,4700,unfurnished,2,3
Ayapakkam,780,3588000,2,4600,unfurnished,2,1
Ayapakkam,1300,7600000,2,5846,unfurnished,2,1
Ayapakkam,522,2250000,1,4310,semi-furnished,1,0
Ayapakkam,1300,6300000,4,4846,unfurnished,4,2
Ayapakkam,1200,4200000,3,3500,furnished,3,1
Ayapakkam,860,4700000,2,5465,semi-furnished,2,1
Ayapakkam,1800,9000000,4,5000,unfurnished,3,3
Ayapakkam,590,2600000,1,4406,unfurnished,1,2
Ayapakkam,1400,7500000,3,5357,unfurnished,2,1
Ayapakkam,1240,7400000,3,5967,semi-furnished,3,0
Ayapakkam,1183,5560000,3,4700,unfurnished,2,2
Ayapakkam,980,4100000,2,4183,unfurnished,2,1
Ayapakkam,1400,8000000,3,5714,unfurnished,3,1
Ayapakkam,900,4199000,2,4666,furnished,2,2
Ayapakkam,1000,9000000,2,9000,unfurnished,2,2
Ayapakkam,925,4440000,2,4800,semi-furnished,2,2
Ayapakkam,1056,5068000,2,4800,furnished,2,6
Ayapakkam,1350,5500000,3,4074,unfurnished,3,1
Ayapakkam,1247,5860000,3,4700,unfurnished,2,3
Ayapakkam,1280,7500000,3,5859,semi-furnished,4,0
Ayapakkam,1301,6114000,3,4700,unfurnished,3,3
Ayapakkam,1350,7750000,3,5740,unfurnished,3,1
Ayapakkam,900,3400000,3,3777,semi-furnished,3,2
Ayapakkam,875,4200000,2,4800,semi-furnished,2,2
Ayapakkam,430,3500000,1,8139,unfurnished,1,2
Ayapakkam,1213,6600000,3,5441,unfurnished,2,2
Ayapakkam,1183,6494000,3,5489,unfurnished,3,2
Ayapakkam,808,3636000,2,4500,unfurnished,1,6
Ayapakkam,900,4230000,2,4700,semi-furnished,2,1
Ayapakkam,1450,7500000,3,5172,semi-furnished,3,6
Ayapakkam,1275,5992000,3,4700,unfurnished,2,3
Ayapakkam,430,3300000,1,7674,unfurnished,1,2
Ayapakkam,950,4560000,2,4800,semi-furnished,2,2
Ayapakkam,1500,8250000,3,5500,unfurnished,3,2
Ayapakkam,990,5500000,2,5550,semi-furnished,2,8
Ayapakkam,710,6000000,2,8450,unfurnished,2,11
Ayapakkam,755,3397000,2,4500,unfurnished,1,6
Ayapakkam,1300,6300000,4,4846,unfurnished,4,3
Ayapakkam,900,4320000,2,4800,semi-furnished,2,2
Ayapakkam,1213,5701000,3,4700,unfurnished,3,3
Ayapakkam,1183,6500000,3,5494,unfurnished,2,2
Ayapakkam,697,6600000,3,9469,unfurnished,1,2
Ayapakkam,1422,6683000,3,4700,unfurnished,3,3
Ayapakkam,430,3500000,1,8139,unfurnished,1,3
Ayapakkam,1300,7500000,3,5679,unfurnished,3,2
Ayapakkam,1191,5597000,3,4700,unfurnished,3,3
Ayapakkam,1183,6400000,3,5409,unfurnished,3,2
Ayapakkam,680,4000000,2,5882,unfurnished,2,2
Ayapakkam,1100,6500000,2,5909,unfurnished,2,2
Ayapakkam,1330,6251000,3,4700,unfurnished,3,3
Ayapakkam,1191,6500000,3,5457,unfurnished,3,2
Ayapakkam,1213,5701000,3,4700,unfurnished,3,3
Ayapakkam,430,3600000,1,8372,unfurnished,1,2
Ayapakkam,1300,7500000,3,5769,unfurnished,3,2
Ayapakkam,850,4080000,2,4800,semi-furnished,2,1
Ayapakkam,1183,6400000,3,5409,unfurnished,3,2
Madhavaram,1522,7456000,3,4899,semi-furnished,3,2
Madhavaram,992,4500000,2,4536,furnished,2,1
Madhavaram,1791,9400000,3,5248,unfurnished,2,2
Madhavaram,1791,9400000,3,5248,semi-furnished,3,2
Madhavaram,992,5500000,2,5544,unfurnished,1,2
Madhavaram,1536,8448000,2,5500,furnished,2,1
Madhavaram,992,4661000,2,4698,unfurnished,2,4
